username;lotacao;tipoconta;valormi;dc;contacontabil
user1609;UNID-010;Resultado;45613.76;d;31654048
user0861;UNID-006;Outras;45613.76;c;96217920
user1875;UNID-081;Receita;7523.75;d;74471815
user1784;UNID-068;Ativo;7523.75;c;15945676
user2692;UNID-038;Outras;17157.37;d;99767090
user2642;UNID-034;Outras;17157.37;c;98362451
user2077;UNID-077;Despesa;1005.70;d;81562605
user0662;UNID-098;Despesa;1005.70;c;82312805
user1418;UNID-019;Resultado;32931.89;d;36196846
user1626;UNID-098;Outras;32931.89;c;96107701
user0056;UNID-003;Resultado;24807.24;d;37516629
user2106;UNID-041;Ativo;24807.24;c;16776207
user0788;UNID-023;Outras;38720.47;d;92676741
user0225;UNID-117;Ativo;38720.47;c;17584222
user1652;UNID-044;Despesa;45201.56;d;89242266
user0371;UNID-102;Outras;45201.56;c;95145830
user2618;UNID-107;Passivo;820.87;d;23584311
user2937;UNID-103;Passivo;820.87;c;25202300
user2185;UNID-115;Despesa;12121.44;d;87722169
user1820;UNID-061;Ativo;12121.44;c;18896564
user2405;UNID-103;Outras;23363.57;d;94687978
user1354;UNID-100;Outras;23363.57;c;91493741
user1753;UNID-008;Ativo;32618.03;d;16819754
user0218;UNID-021;Ativo;32618.03;c;11995419
user2846;UNID-044;Receita;60671.21;d;72437642
user0766;UNID-057;Despesa;60671.21;c;82121474
user0821;UNID-043;Passivo;28981.39;d;26444347
user2284;UNID-016;Resultado;28981.39;c;38783657
user2660;UNID-119;Resultado;19281.51;d;30887721
user1618;UNID-052;Ativo;19281.51;c;17417164
user1916;UNID-090;Passivo;46904.37;d;29497509
user1641;UNID-108;Resultado;46904.37;c;35699338
user2950;UNID-014;Outras;7356.41;d;96994901
user2025;UNID-097;Despesa;7356.41;c;88655725
user0562;UNID-018;Receita;23938.65;d;70032457
user1059;UNID-044;Despesa;23938.65;c;82043973
user0742;UNID-036;Outras;19451.70;d;92103455
user2578;UNID-087;Ativo;19451.70;c;19792246
user1475;UNID-057;Outras;23000.45;d;99312685
user1824;UNID-060;Resultado;23000.45;c;38875710
user0893;UNID-053;Ativo;16167.67;d;13480905
user1799;UNID-063;Ativo;16167.67;c;16087411
user2731;UNID-022;Resultado;26413.84;d;30101920
user2739;UNID-106;Receita;26413.84;c;76017747
user1647;UNID-046;Outras;45256.25;d;90676824
user1456;UNID-010;Ativo;45256.25;c;11967421
user2169;UNID-017;Outras;16868.70;d;97689177
user1360;UNID-032;Resultado;16868.70;c;31311086
user1445;UNID-042;Resultado;9656.49;d;30467637
user1992;UNID-008;Outras;9656.49;c;93394777
user0040;UNID-025;Resultado;35503.30;d;31981972
user2129;UNID-110;Outras;35503.30;c;90989245
user2733;UNID-066;Receita;52034.25;d;73438177
user0132;UNID-051;Passivo;52034.25;c;22781133
user0836;UNID-084;Resultado;6934.73;d;34788666
user2031;UNID-095;Resultado;6934.73;c;35220123
user0369;UNID-026;Receita;17790.75;d;71279683
user0965;UNID-078;Passivo;17790.75;c;20451731
user2812;UNID-087;Despesa;35140.36;d;82447471
user0829;UNID-118;Resultado;35140.36;c;36525192
user1308;UNID-111;Ativo;15133.18;d;12340316
user1404;UNID-030;Resultado;15133.18;c;32524362
user0932;UNID-044;Resultado;18650.48;d;33016265
user1649;UNID-114;Despesa;18650.48;c;88767107
user2039;UNID-046;Despesa;66928.93;d;86139628
user0020;UNID-092;Outras;66928.93;c;99823666
user1009;UNID-027;Resultado;27247.57;d;34101244
user1112;UNID-059;Resultado;27247.57;c;31377935
user0986;UNID-043;Despesa;16035.94;d;84251614
user0040;UNID-084;Passivo;16035.94;c;20969778
user1266;UNID-090;Ativo;47229.17;d;14025577
user2329;UNID-096;Passivo;47229.17;c;25423644
user0022;UNID-009;Despesa;6232.37;d;84543334
user1096;UNID-111;Receita;6232.37;c;71603120
user0305;UNID-043;Passivo;46186.09;d;25240282
user1969;UNID-079;Passivo;46186.09;c;27351294
user0230;UNID-112;Outras;12902.10;d;98352063
user1406;UNID-011;Outras;12902.10;c;94048549
user0215;UNID-106;Despesa;48353.42;d;80431626
user0321;UNID-037;Receita;48353.42;c;72068135
user0413;UNID-033;Passivo;29218.92;d;22329090
user1717;UNID-001;Receita;29218.92;c;78961220
user1696;UNID-056;Despesa;3844.70;d;81778319
user1240;UNID-100;Resultado;3844.70;c;38464785
user0159;UNID-023;Receita;8206.41;d;70614767
user0568;UNID-043;Receita;8206.41;c;74498592
user1523;UNID-016;Ativo;14850.31;d;11340914
user0580;UNID-108;Resultado;14850.31;c;38513346
user0645;UNID-018;Despesa;36703.57;d;85348684
user2722;UNID-021;Ativo;36703.57;c;15308503
user1171;UNID-065;Ativo;9256.21;d;12961428
user1351;UNID-039;Resultado;9256.21;c;31612540
user0076;UNID-041;Passivo;65237.63;d;20030778
user1489;UNID-016;Receita;65237.63;c;77773587
user2008;UNID-054;Receita;25644.76;d;74515619
user2945;UNID-062;Resultado;25644.76;c;35297456
user1632;UNID-095;Receita;25077.16;d;73613752
user0567;UNID-036;Outras;25077.16;c;91317548
user1872;UNID-058;Passivo;9137.47;d;20894145
user2171;UNID-114;Receita;9137.47;c;74820307
user0986;UNID-097;Despesa;31626.57;d;83725968
user2957;UNID-082;Outras;31626.57;c;95544165
user2018;UNID-067;Receita;7828.44;d;78743194
user0597;UNID-012;Passivo;7828.44;c;20300545
user0044;UNID-059;Passivo;8439.43;d;20016615
user2549;UNID-101;Ativo;8439.43;c;13215329
user2414;UNID-086;Ativo;29346.45;d;19709459
user2206;UNID-017;Passivo;29346.45;c;24004512
user2432;UNID-080;Resultado;18279.86;d;38396844
user2582;UNID-099;Resultado;18279.86;c;39886038
user2815;UNID-045;Passivo;50803.41;d;23708766
user1884;UNID-078;Resultado;50803.41;c;34687592
user0426;UNID-004;Receita;10871.40;d;76818687
user1069;UNID-031;Despesa;10871.40;c;83413870
user1295;UNID-049;Resultado;2118.50;d;30570983
user1166;UNID-083;Ativo;2118.50;c;17944570
user1636;UNID-101;Resultado;38950.13;d;36373174
user1435;UNID-006;Outras;38950.13;c;97936353
user0101;UNID-033;Despesa;15100.09;d;85310267
user0584;UNID-015;Outras;15100.09;c;94379896
user1855;UNID-069;Passivo;16050.92;d;25526380
user0305;UNID-021;Outras;16050.92;c;99933684
user1422;UNID-094;Outras;7898.12;d;93975211
user2352;UNID-110;Resultado;7898.12;c;34582620
user2417;UNID-030;Passivo;4214.17;d;27876354
user0124;UNID-024;Ativo;4214.17;c;16322828
user1734;UNID-009;Despesa;27942.87;d;86476614
user1170;UNID-074;Receita;27942.87;c;73191564
user2267;UNID-039;Ativo;34899.19;d;13029004
user2915;UNID-048;Resultado;34899.19;c;36599513
user1213;UNID-103;Outras;29172.59;d;96139191
user1621;UNID-085;Ativo;29172.59;c;19500610
user2996;UNID-114;Outras;11609.35;d;90906954
user2902;UNID-017;Resultado;11609.35;c;36780940
user1977;UNID-011;Outras;22853.77;d;99879710
user0803;UNID-091;Despesa;22853.77;c;84496326
user1617;UNID-071;Receita;55764.81;d;72777531
user1283;UNID-024;Despesa;55764.81;c;89918077
user0660;UNID-074;Resultado;30827.33;d;31722870
user2085;UNID-054;Resultado;30827.33;c;33024802
user1302;UNID-090;Passivo;41044.64;d;27347224
user0808;UNID-005;Passivo;41044.64;c;27385107
user2210;UNID-075;Receita;21409.43;d;71495156
user1782;UNID-079;Outras;21409.43;c;97197825
user1793;UNID-039;Ativo;35812.63;d;13304361
user1018;UNID-101;Ativo;35812.63;c;14193009
user0236;UNID-002;Ativo;27256.42;d;16965232
user0722;UNID-053;Resultado;27256.42;c;34081566
user1123;UNID-059;Outras;13772.82;d;98272337
user1032;UNID-086;Outras;13772.82;c;90917236
user1079;UNID-086;Despesa;38568.66;d;87330660
user3000;UNID-015;Ativo;38568.66;c;16629097
user0502;UNID-006;Passivo;824.99;d;28050061
user2296;UNID-093;Outras;824.99;c;91978098
user1044;UNID-080;Despesa;52941.84;d;87512461
user2556;UNID-083;Ativo;52941.84;c;12466803
user0527;UNID-080;Ativo;21018.06;d;18711617
user2108;UNID-057;Despesa;21018.06;c;82751525
user1079;UNID-070;Receita;5438.68;d;72811042
user2924;UNID-075;Passivo;5438.68;c;26747365
user2590;UNID-095;Resultado;31976.88;d;39605800
user2315;UNID-099;Receita;31976.88;c;75420790
user2314;UNID-082;Outras;50957.68;d;95823795
user1929;UNID-095;Passivo;50957.68;c;26100604
user1683;UNID-031;Despesa;14364.25;d;80641283
user0793;UNID-024;Passivo;14364.25;c;23204911
user1725;UNID-004;Resultado;43910.19;d;34403764
user2305;UNID-107;Passivo;43910.19;c;26854277
user0196;UNID-055;Outras;1054.11;d;97008017
user2419;UNID-048;Receita;1054.11;c;78751076
user1404;UNID-046;Despesa;28804.67;d;81764616
user2257;UNID-095;Ativo;28804.67;c;19359374
user0316;UNID-076;Despesa;35109.17;d;88566133
user2934;UNID-033;Resultado;35109.17;c;35445484
user1549;UNID-024;Outras;27734.78;d;98129810
user1041;UNID-009;Resultado;27734.78;c;33341112
user2456;UNID-091;Ativo;17259.76;d;19544531
user0660;UNID-017;Despesa;17259.76;c;89238744
user0021;UNID-073;Outras;62332.50;d;90209034
user2586;UNID-035;Despesa;62332.50;c;87449915
user1031;UNID-077;Resultado;48276.03;d;31052442
user1256;UNID-036;Outras;48276.03;c;94806076
user1314;UNID-068;Passivo;16897.92;d;26062206
user1819;UNID-098;Passivo;16897.92;c;26448191
user2600;UNID-098;Despesa;10967.84;d;84617770
user2441;UNID-034;Outras;10967.84;c;95859613
user1651;UNID-050;Despesa;14740.17;d;86574382
user0127;UNID-080;Outras;14740.17;c;98160560
user1033;UNID-074;Outras;28731.04;d;93659990
user0524;UNID-071;Passivo;28731.04;c;20075070
user1858;UNID-036;Resultado;21815.23;d;31343024
user0293;UNID-004;Ativo;21815.23;c;18391738
user2420;UNID-024;Ativo;8824.87;d;16049122
user0092;UNID-037;Outras;8824.87;c;91157041
user2074;UNID-026;Outras;29236.72;d;92864750
user0195;UNID-093;Outras;29236.72;c;91925908
user2753;UNID-015;Ativo;7111.69;d;14010817
user1535;UNID-012;Despesa;7111.69;c;86196685
user0996;UNID-037;Passivo;69073.95;d;26326611
user2468;UNID-026;Passivo;69073.95;c;20696406
user1060;UNID-108;Ativo;8917.06;d;12494381
user2997;UNID-093;Receita;8917.06;c;72706321
user0034;UNID-114;Ativo;51475.36;d;14525916
user1061;UNID-117;Receita;51475.36;c;71118448
user2416;UNID-041;Passivo;28155.46;d;21557256
user2495;UNID-019;Despesa;28155.46;c;84234953
user0889;UNID-113;Passivo;27634.88;d;22950790
user1143;UNID-044;Outras;27634.88;c;96861629
user0574;UNID-047;Outras;48696.98;d;90237676
user0005;UNID-072;Passivo;48696.98;c;29994219
user2839;UNID-032;Resultado;15372.69;d;36833958
user2971;UNID-078;Receita;15372.69;c;77278432
user1216;UNID-022;Despesa;39961.69;d;82969773
user1204;UNID-083;Receita;39961.69;c;74612088
user1291;UNID-091;Resultado;11714.68;d;33687367
user0761;UNID-071;Despesa;11714.68;c;86722644
user0020;UNID-085;Receita;22753.80;d;76811883
user0573;UNID-101;Receita;22753.80;c;78321200
user0086;UNID-031;Receita;37641.36;d;73946718
user0838;UNID-057;Outras;37641.36;c;93215456
user0888;UNID-074;Outras;48728.64;d;91673909
user1060;UNID-103;Ativo;48728.64;c;14912574
user2044;UNID-046;Passivo;28752.21;d;25698642
user2615;UNID-039;Outras;28752.21;c;98790687
user0612;UNID-034;Despesa;3145.94;d;83078657
user0646;UNID-094;Despesa;3145.94;c;85338400
user1712;UNID-068;Resultado;1871.39;d;32266960
user0072;UNID-032;Ativo;1871.39;c;10005187
user1833;UNID-001;Resultado;27814.17;d;30988306
user0858;UNID-088;Passivo;27814.17;c;20348383
user2932;UNID-001;Ativo;43155.60;d;13422047
user0836;UNID-005;Receita;43155.60;c;71680008
user2085;UNID-089;Despesa;10004.23;d;82684132
user1141;UNID-120;Outras;10004.23;c;98231246
user1379;UNID-031;Despesa;35554.68;d;80434490
user0504;UNID-052;Resultado;35554.68;c;30927560
user2104;UNID-116;Receita;24421.91;d;75875451
user1786;UNID-116;Outras;24421.91;c;92574519
user0336;UNID-056;Despesa;37776.11;d;85387914
user2144;UNID-055;Ativo;37776.11;c;17502659
user0562;UNID-076;Resultado;20169.52;d;34115902
user2367;UNID-057;Receita;20169.52;c;72191892
user2242;UNID-052;Resultado;13049.14;d;39618384
user0508;UNID-034;Despesa;13049.14;c;81189103
user0405;UNID-089;Passivo;2913.64;d;21622841
user0013;UNID-042;Despesa;2913.64;c;81753465
user0092;UNID-049;Receita;36979.97;d;76991626
user2891;UNID-038;Receita;36979.97;c;79903884
user0161;UNID-057;Resultado;7923.88;d;31795681
user1775;UNID-096;Passivo;7923.88;c;24487295
user2056;UNID-078;Resultado;27023.13;d;39529756
user2332;UNID-015;Outras;27023.13;c;99755956
user0888;UNID-031;Passivo;30214.92;d;26171565
user0644;UNID-042;Despesa;30214.92;c;82207979
user1812;UNID-022;Passivo;25887.57;d;22519138
user0343;UNID-049;Despesa;25887.57;c;87347251
user1197;UNID-033;Resultado;29767.38;d;33839550
user1544;UNID-071;Passivo;29767.38;c;28285469
user0699;UNID-027;Despesa;18709.06;d;85305165
user2892;UNID-068;Receita;18709.06;c;70494591
user2306;UNID-033;Ativo;29666.54;d;16191798
user2691;UNID-108;Resultado;29666.54;c;32601846
user0177;UNID-030;Receita;26338.91;d;71038154
user0917;UNID-008;Passivo;26338.91;c;28266114
user2372;UNID-106;Resultado;24848.37;d;37545969
user2458;UNID-068;Passivo;24848.37;c;22706967
user0871;UNID-018;Outras;21265.54;d;94504608
user1619;UNID-040;Resultado;21265.54;c;35640951
user0538;UNID-120;Despesa;19153.77;d;83623237
user2201;UNID-113;Passivo;19153.77;c;20010674
user1093;UNID-021;Despesa;14812.12;d;87735412
user2080;UNID-083;Resultado;14812.12;c;36462907
user0335;UNID-091;Outras;11965.03;d;90950544
user0127;UNID-049;Ativo;11965.03;c;14699559
user1075;UNID-055;Ativo;34180.01;d;14746643
user1385;UNID-099;Passivo;34180.01;c;20594866
user0684;UNID-056;Ativo;11690.24;d;14638984
user2888;UNID-089;Passivo;11690.24;c;21954865
user1695;UNID-075;Passivo;24264.54;d;28923414
user1657;UNID-052;Receita;24264.54;c;70991569
user2042;UNID-004;Resultado;9556.93;d;35214420
user1911;UNID-112;Resultado;9556.93;c;31761382
user2999;UNID-033;Ativo;9172.72;d;11802911
user0228;UNID-080;Outras;9172.72;c;93203972
user0478;UNID-062;Ativo;10019.48;d;15251557
user2269;UNID-032;Passivo;10019.48;c;23573696
user0715;UNID-003;Receita;14711.38;d;74186918
user2241;UNID-104;Resultado;14711.38;c;32053902
user0241;UNID-112;Resultado;63504.92;d;36994200
user1337;UNID-005;Despesa;63504.92;c;80998310
user2763;UNID-070;Ativo;3309.88;d;14598320
user1007;UNID-106;Despesa;3309.88;c;86195692
user0052;UNID-093;Ativo;8259.31;d;19626237
user0276;UNID-006;Receita;8259.31;c;77542715
user0043;UNID-118;Ativo;42060.52;d;11432385
user2349;UNID-095;Ativo;42060.52;c;19966772
user2139;UNID-007;Ativo;1999.29;d;10623268
user0746;UNID-009;Receita;1999.29;c;73239366
user1937;UNID-096;Passivo;51078.52;d;29157611
user2254;UNID-067;Resultado;51078.52;c;38061909
user0682;UNID-036;Outras;12605.89;d;93260327
user1682;UNID-082;Outras;12605.89;c;94986395
user0267;UNID-009;Outras;36314.19;d;99564967
user0384;UNID-070;Ativo;36314.19;c;13807323
user2614;UNID-087;Despesa;21567.36;d;84701696
user1264;UNID-029;Outras;21567.36;c;91280526
user0424;UNID-047;Outras;11133.67;d;99818776
user0693;UNID-071;Despesa;11133.67;c;81032834
user1548;UNID-020;Outras;47177.38;d;95774047
user0028;UNID-056;Resultado;47177.38;c;33586727
user0723;UNID-006;Ativo;19039.67;d;18006743
user2923;UNID-037;Outras;19039.67;c;96331491
user2986;UNID-080;Passivo;66393.86;d;27305008
user0923;UNID-092;Ativo;66393.86;c;13914919
user1275;UNID-062;Receita;15663.57;d;79693037
user2132;UNID-092;Ativo;15663.57;c;15679342
user0816;UNID-119;Outras;26762.89;d;93504247
user2952;UNID-036;Outras;26762.89;c;95543990
user1204;UNID-016;Passivo;13567.70;d;20705203
user0947;UNID-103;Receita;13567.70;c;73785927
user2680;UNID-102;Despesa;3157.83;d;85006482
user1364;UNID-108;Outras;3157.83;c;97231138
user0789;UNID-038;Outras;13905.60;d;97804970
user2293;UNID-041;Passivo;13905.60;c;25626724
user1354;UNID-054;Ativo;28614.98;d;15261841
user0919;UNID-100;Passivo;28614.98;c;28267898
user1497;UNID-005;Receita;50892.74;d;71045949
user2892;UNID-040;Outras;50892.74;c;96689476
user2343;UNID-036;Receita;3813.67;d;78471844
user1890;UNID-025;Ativo;3813.67;c;13924847
user0995;UNID-021;Ativo;49844.21;d;19788947
user1674;UNID-057;Receita;49844.21;c;70046187
user1508;UNID-119;Receita;2286.13;d;79134286
user0062;UNID-031;Despesa;2286.13;c;85626680
user2212;UNID-120;Despesa;1661.71;d;81510323
user2925;UNID-116;Outras;1661.71;c;98521453
user1882;UNID-038;Resultado;23975.81;d;34521740
user0999;UNID-001;Resultado;23975.81;c;30054731
user1557;UNID-028;Receita;32675.90;d;78805862
user0518;UNID-013;Outras;32675.90;c;98787636
user1090;UNID-065;Receita;19873.61;d;70582707
user2439;UNID-110;Outras;19873.61;c;92703417
user1803;UNID-081;Receita;10247.47;d;71497595
user2561;UNID-111;Outras;10247.47;c;94965904
user1773;UNID-065;Outras;39315.69;d;90767011
user0188;UNID-062;Outras;39315.69;c;99635799
user2279;UNID-053;Outras;29418.37;d;99310917
user0125;UNID-003;Passivo;29418.37;c;25942726
user1044;UNID-114;Ativo;38396.48;d;11172871
user2991;UNID-069;Despesa;38396.48;c;81011061
user1990;UNID-070;Receita;39810.55;d;72444537
user0938;UNID-075;Receita;39810.55;c;75643926
user1574;UNID-038;Resultado;54372.26;d;39100767
user0732;UNID-062;Despesa;54372.26;c;84249793
user2458;UNID-101;Resultado;16981.02;d;31287663
user2209;UNID-117;Outras;16981.02;c;91183990
user0715;UNID-058;Receita;53160.31;d;70689021
user2410;UNID-071;Receita;53160.31;c;72843971
user2500;UNID-104;Passivo;20885.47;d;20660616
user2191;UNID-033;Despesa;20885.47;c;80239703
user0688;UNID-015;Ativo;25082.23;d;14336126
user2372;UNID-091;Resultado;25082.23;c;36901267
user2054;UNID-006;Resultado;9554.55;d;31136009
user0687;UNID-097;Receita;9554.55;c;73767340
user0747;UNID-094;Outras;16710.30;d;95812111
user2625;UNID-046;Despesa;16710.30;c;84617271
user0282;UNID-088;Resultado;18656.29;d;34473375
user2526;UNID-109;Receita;18656.29;c;71396236
user1700;UNID-086;Passivo;7961.80;d;21857297
user2344;UNID-020;Passivo;7961.80;c;20968101
user1321;UNID-047;Receita;42866.42;d;72246066
user1325;UNID-032;Despesa;42866.42;c;88089696
user0145;UNID-060;Ativo;28294.07;d;15825201
user2539;UNID-081;Despesa;28294.07;c;86516694
user1585;UNID-055;Resultado;49420.57;d;33598148
user2960;UNID-015;Ativo;49420.57;c;14290261
user1704;UNID-115;Passivo;11553.72;d;22044677
user0597;UNID-058;Ativo;11553.72;c;15346007
user0806;UNID-119;Outras;72464.52;d;96607111
user1753;UNID-070;Resultado;72464.52;c;30403992
user2983;UNID-096;Receita;28296.52;d;75220846
user2745;UNID-006;Ativo;28296.52;c;19029891
user1692;UNID-105;Outras;3252.67;d;97617773
user1464;UNID-108;Passivo;3252.67;c;28374757
user2260;UNID-017;Resultado;3294.03;d;30047356
user0446;UNID-050;Outras;3294.03;c;98347076
user1575;UNID-038;Despesa;8068.41;d;80692255
user0156;UNID-084;Ativo;8068.41;c;19157448
user1147;UNID-106;Ativo;25460.55;d;17928389
user1311;UNID-002;Receita;25460.55;c;74450160
user2768;UNID-076;Passivo;4648.94;d;22887816
user1174;UNID-103;Receita;4648.94;c;73106541
user0222;UNID-076;Resultado;7448.80;d;31979361
user1139;UNID-053;Receita;7448.80;c;79643731
user0173;UNID-026;Outras;6458.26;d;91274957
user0152;UNID-056;Ativo;6458.26;c;17078438
user2478;UNID-086;Receita;61253.67;d;76191107
user1772;UNID-087;Receita;61253.67;c;78421546
user0394;UNID-031;Outras;29572.34;d;99229015
user2100;UNID-107;Ativo;29572.34;c;17957885
user2312;UNID-102;Receita;28475.25;d;79653742
user0828;UNID-048;Resultado;28475.25;c;38989215
user0089;UNID-061;Despesa;58543.66;d;87642230
user1307;UNID-031;Receita;58543.66;c;74829383
user1473;UNID-111;Ativo;20231.30;d;12799231
user0148;UNID-118;Resultado;20231.30;c;33615990
user2783;UNID-098;Resultado;11548.21;d;37238502
user1342;UNID-069;Receita;11548.21;c;70774360
user0641;UNID-060;Resultado;36892.77;d;31936320
user1636;UNID-054;Despesa;36892.77;c;89306844
user2704;UNID-091;Outras;16384.38;d;93152200
user2753;UNID-044;Resultado;16384.38;c;31575233
user2426;UNID-009;Ativo;15198.50;d;18182599
user1343;UNID-059;Passivo;15198.50;c;22187042
user1753;UNID-049;Receita;37042.78;d;78711257
user1039;UNID-078;Receita;37042.78;c;79771927
user2401;UNID-069;Resultado;6493.68;d;33553415
user0583;UNID-088;Ativo;6493.68;c;11536018
user1842;UNID-060;Receita;2207.57;d;71485940
user1276;UNID-097;Ativo;2207.57;c;15685697
user2526;UNID-084;Receita;47321.37;d;76600896
user0169;UNID-010;Ativo;47321.37;c;16259895
user0826;UNID-115;Ativo;13137.64;d;18630162
user1589;UNID-117;Passivo;13137.64;c;26177889
user2609;UNID-007;Ativo;62601.90;d;11275937
user1907;UNID-008;Outras;62601.90;c;93479007
user0907;UNID-033;Receita;3294.30;d;74071572
user1018;UNID-020;Resultado;3294.30;c;34378415
user1401;UNID-102;Resultado;41531.08;d;33255848
user0855;UNID-023;Ativo;41531.08;c;17707732
user0798;UNID-059;Resultado;18455.25;d;36164488
user2908;UNID-089;Ativo;18455.25;c;13207341
user2807;UNID-051;Despesa;38308.98;d;81620939
user2674;UNID-106;Resultado;38308.98;c;34347597
user2435;UNID-047;Outras;13978.60;d;99026570
user1760;UNID-088;Resultado;13978.60;c;31688730
user1493;UNID-067;Receita;32217.36;d;78221612
user0072;UNID-074;Resultado;32217.36;c;31073123
user0313;UNID-054;Resultado;25373.95;d;30314766
user1091;UNID-109;Receita;25373.95;c;75081929
user2144;UNID-070;Receita;32645.28;d;70989924
user1308;UNID-107;Ativo;32645.28;c;14862806
